Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
TCGA-BH-A5J0-01A-11R-A27Q-07	0.011935872	0	0.006326703	0.091587646	0.16017852	0	0.051678201	0.06309873	0.015807814	0	0.035421061	0	0.193762904	0.118361395	0.149454038	0.031072338	0	0.071314777	0	0	0
TCGA-GM-A2DO-01A-11R-A18M-07	0.222847427	0	0.066372953	0.17952474	0.189451115	0.041065866	0.030191547	0.032446743	0.013206998	0	0.004801594	0	0.07875497	0.062998867	0.046606129	0	0	0.031731052	0	0	0
TCGA-EW-A1J3-01A-11R-A13Q-07	0.049511961	0	0.013164482	0.045226774	0.245164687	0	0.089321928	0	0.012106183	0	0.042734813	0.044634704	0.038566289	0.10759517	0.173650324	0.024061464	0.011050163	0	0.08938978	0	0.013821278
TCGA-E2-A109-01A-11R-A10J-07	0.15860742	0	0.106304412	0.049761107	0.240312642	0.001062217	0.031272719	0.035947087	0	0	0.000833132	0	0.184669327	0.072259089	0.073998385	0	0	0.044972462	0	0	0
TCGA-D8-A1XJ-01A-11R-A14M-07	0.023842345	0	0.012084181	0.021529623	0.123934679	0	0.040255175	0.039127872	0	0.002353578	0	0	0.341473637	0.071993735	0.273715904	0	0	0.042395338	0	0	0.007293933
TCGA-E2-A1L6-01A-11R-A13Q-07	0.080611285	0	0	0.100459734	0.113354139	0	0.022106272	0	0	0	0	0.006458094	0.405147563	0.104758528	0.110514199	0.010189902	0	0.046400284	0	0	0
TCGA-AO-A03M-01B-11R-A10J-07	0.103224263	0	0.091812201	0.091819657	0.198070079	0.033687113	0.037200369	0.014872412	0.024681723	0	0.008283273	0.001871336	0.060637597	0.133813582	0.112211245	0.010210514	0	0.077604637	0	0	0
TCGA-E9-A1RH-01A-21R-A169-07	0.02371693	0	0.030208947	0.027126712	0.082075761	0.031537325	0.028836026	0.005197882	0	0.017654485	0	0	0.388819631	0.129710811	0.088074235	0.069940879	0	0.077100374	0	0	0
TCGA-E2-A1B6-01A-31R-A12P-07	0.120215219	0.069773172	0.037206037	0.15093877	0.117138558	0.081019771	0.041958624	0.108929679	0.016252361	0	0.012721575	0	0.083909193	0.096006179	0.033528686	0	0.011791478	0.018610697	0	0	0
TCGA-B6-A0I9-01A-11R-A034-07	0.071377763	0	0.054574766	0.073752858	0.179379623	0.017177669	0.039163594	0.019249622	0	0.001047419	0	0.000391452	0.216837771	0.138752379	0.133835517	0.012402913	0	0.042056654	0	0	0
TCGA-A7-A3IY-01A-21R-A21T-07	0.004141639	0	0.000346215	0	0.028118302	0	0.034089103	0.047819337	0.004293167	0.009589061	0.00098551	0	0.504304353	0.053381794	0.167288131	0.011106102	0	0	0.130238186	0.003633896	0.000665203
TCGA-AC-A2FB-01A-11R-A17B-07	0.097994986	0	0.001949525	0.204050398	0.298458838	0.104304607	0.028177022	0	0.014982725	0	0	0.007236785	0.026797976	0.092183759	0.053698283	0.002448935	0.001838155	0.065878005	0	0	0
TCGA-AR-A0U2-01A-11R-A109-07	0.040714424	0	0.007217282	0.250200087	0.23296021	0.057061614	0	0.0075492	0	6.47E-05	0	0.004706711	0.150447787	0.051563217	0.164590459	0	0	0.032924333	0	0	0
TCGA-BH-A0EE-01A-11R-A034-07	0.057197076	0	0.016136852	0.05722383	0.196605631	0.006679117	0.055113788	0.050934758	0.005613664	0	0.089871345	0	0.105900102	0.141850661	0.081461481	0	0.100574801	0.034399536	0	0	0.000437358
TCGA-D8-A1XU-01A-11R-A14M-07	0.053739591	0	0.011366587	0.06456575	0.190087265	0.005758765	0.021328187	0.017280762	0	0	0	0.067925505	0	0.079497523	0.213694763	0.160831834	0	0.113923468	0	0	0
TCGA-E9-A1NF-01A-11R-A14D-07	0.002480682	2.51E-05	0.000348278	0.022026786	0.114028462	0.009156611	0.007975588	0.00840366	0.017889916	0	0.031122488	0	0.373189757	0.048230479	0.289219101	0	0	0.075903109	0	0	0
TCGA-B6-A400-01A-11R-A239-07	0.002329632	0	0	0.02023147	0.131068834	0	0.047312692	0.031368505	0	0.015577521	0	0	0.37850813	0.055478251	0.037085113	0.164945636	0.111033838	0.005060378	0	0	0
TCGA-BH-A0HW-01A-11R-A034-07	0.014685061	0	0.005093048	0.016230471	0.151534635	0	0.026140707	0.02800581	0	0	0.063266372	0	0.29099815	0.015712343	0.24118743	0.017797205	0.026823521	0.102525247	0	0	0
TCGA-A2-A0CV-01A-31R-A115-07	0.085471816	0	0.001065284	0.132075939	0.276290847	0	0.02995622	0	0	0	0.048115491	0.003527044	0.016347091	0.14330443	0.132456481	0.03416258	0	0.097226777	0	0	0
TCGA-EW-A1OZ-01A-11R-A144-07	0.039001917	0	0	0.037502613	0.163554844	0.018909746	0.039562666	0.028159214	0	0	0	0	0.265980516	0.071055575	0.215901796	0.02709715	0	0.090364223	0	0	0.00290974
TCGA-LL-A442-01A-11R-A24H-07	0	0.002874694	0	0.046472928	0.101592727	0	0	0.008515224	0	0	0.022619979	0.070020852	0	0	0.598282431	0	0.012784146	0.125226542	0	0	0.011610477
TCGA-S3-AA0Z-01A-11R-A41B-07	0.047678326	0	0.00062074	0.081569169	0.090166197	0	0.142082233	0.050257431	0	0.002425874	0.020885157	0	0.273033743	0.117836229	0.129762201	0.006531039	0	0.037151663	0	0	0
TCGA-E2-A1B4-01A-11R-A12P-07	0.043361055	0	0.008483021	0.034018095	0.227847331	0	0.068861677	0.034277894	0.015019142	0	0.020800575	0	0.15687961	0.070700809	0.125687941	0	0.027984503	0.166078347	0	0	0
TCGA-AR-A1AX-01A-11R-A12P-07	0.09862571	0.014413211	0	0.183849852	0.178572747	0.063799282	0.049338084	0.05758487	0	0	0	0	0.070130452	0.079850835	0.074345077	0.00523952	0	0.12425036	0	0	0
TCGA-B6-A0WX-01A-11R-A109-07	0.116719319	0	0.03917039	0.152586815	0.226731903	0	0.042090255	0.029723883	0.005947382	0	0.025520069	0.00398565	0.083037179	0.13968612	0.059148203	0.00290111	0	0.072751724	0	0	0
TCGA-AO-A03P-01A-11R-A00Z-07	0.048760023	0	0.035142041	0.061367441	0.111745481	0.007279366	0.073935445	0.042705289	0.000509802	0	0.005669845	0	0.251610728	0.067564365	0.209599998	0	0	0.084066739	0	0	4.34E-05
TCGA-A8-A08G-01A-11R-A00Z-07	0.014476392	0	0.010920201	0.103116896	0.104083257	0.018387548	0.002232968	0.035616717	0	0	0.010370807	0.007061276	0.229376215	0.111601603	0.211922292	0.006317008	0	0.13451682	0	0	0
TCGA-AR-A24P-01A-11R-A169-07	0.146775103	0	0.072199261	0.040020936	0.209526113	0.010599917	0.050176754	0.004256035	0	0	0	0.039005514	0.100309345	0.076653555	0.162932398	0.026568445	0.00313396	0.057842663	0	0	0
TCGA-D8-A1JT-01A-31R-A13Q-07	0	0.012862265	0	0.023749385	0.049739264	0	0.070034218	0.008430111	0.016099298	0	0.0340968	0	0.361884075	0.075604931	0.259919904	0	0.037785378	0.044291824	0	0	0.005502549
TCGA-AR-A1AL-01A-21R-A12P-07	0.079430457	0	0	0.085808019	0.303375428	0.022105159	0	0	0	0.020795497	0	0.019758715	0	0.026056626	0.083874318	0.217553237	0	0.139649641	0.001592902	0	0
TCGA-LL-A440-01A-11R-A24H-07	0.021398328	0	0	0.017688839	0.109358441	0.005111162	0.002801261	0.013694429	0	0.00481051	0	0	0.543892103	0.018793143	0.15015751	0.039109744	0	0.073184528	0	0	0
TCGA-D8-A1XL-01A-11R-A14M-07	0.03414989	0	0.015152333	0.129395178	0.232635544	0.041783683	0.106285868	0.03623837	0.020052349	0	0.003740395	0.02466187	0.0336487	0.123325187	0.151061893	0.001022509	0.008240582	0.03860565	0	0	0
TCGA-AN-A0FD-01A-11R-A034-07	0.049720595	0	0.042161444	0.2042418	0.101357878	0.009689701	0.059361235	0.026979539	0	0.001499145	0.018050892	0	0.242468594	0.07327765	0.120385032	0.001569775	0.000914679	0.04431576	0	0	0.004006281
TCGA-C8-A1HL-01A-11R-A137-07	0.058606989	0	0.005722922	0.006453871	0.112803548	0.012653957	0.0111106	0.015953859	0.004049638	0	0	0	0.410541017	0.024446761	0.272866143	0	0	0.064790695	0	0	0
TCGA-D8-A1JA-01A-11R-A13Q-07	0.011816	0	0	0.097030514	0.15911808	0	0.002471398	0	0	0	0	0.042970482	0	0.076021542	0.271165882	0	0.246058133	0.089735446	0	0	0.003612522
TCGA-B6-A2IU-01A-32R-A18M-07	0.117152776	0	0.031162709	0.100207805	0.237484353	0	0.058734105	0	0	0	0.000850929	0.023470603	0.000330331	0.095490209	0.137250549	0.032083866	0	0.14788545	0	0	0.017896314
TCGA-D8-A1X5-01A-11R-A14D-07	0.016385215	0	0.027992231	0.062013232	0.212306745	0.01054524	0.052990244	0.006349977	0	0.008751864	0	0.180284958	0.03418944	0.103568902	0.23257848	0.000696773	0	0.042756153	0	0	0.008590547
TCGA-BH-A18M-01A-11R-A12D-07	0.176686801	0	0.039661682	0.100371038	0.244191607	0	0	0.000955576	0	0	0	0.020349377	0	0.063644697	0.175959397	0.009800011	0	0.167715715	0	0	0.000664099
TCGA-AR-A0TT-01A-31R-A084-07	0.123012016	0	0.10887652	0.05897943	0.196731513	0.023878262	0.026552096	0.055676733	0.021475917	0	0.018818505	0	0.159413802	0.085043263	0.074651256	0.001820459	0	0.04291481	0	0	0.002155417
TCGA-E9-A1R2-01A-11R-A14D-07	0.090488185	0	0.002828359	0.147957172	0.213030584	0.005500439	0.068153469	0.020990525	0	0.004547829	0.012303322	0.024175843	0.055217839	0.162806326	0.071638155	0.011162176	0	0.109199777	0	0	0
TCGA-B6-A0IG-01A-11R-A034-07	0.107762099	0	0.011082671	0.04666628	0.193179531	0	0.050739961	0.038227804	0	0.0050039	0	0	0.301769245	0.167093378	0.048412188	0	0	0.030062942	0	0	0
TCGA-BH-A0DH-01A-11R-A084-07	0.141034849	0	0.270593989	0.02540515	0.084085074	0	0	0.055536523	0	0.0025696	0	0.003902371	0.178724718	0.055247907	0.128467926	0	0	0.054431893	0	0	0
TCGA-BH-A0HI-01A-11R-A084-07	0.070897233	0	0.005362863	0.022445122	0.135518302	0	0.085474718	0.026195123	0.004697654	0	0.003256105	0	0.369623967	0.06116413	0.163036428	0	0	0.035644014	0.01344325	0	0.00324109
TCGA-E2-A1L7-01A-11R-A144-07	0.076357901	0	0.034792394	0.210680044	0.230179553	0.042974196	0.019132423	0.046287911	0	0	0	0	0.080109884	0.089962773	0.119671499	0.039034947	0	0.010816474	0	0	0
TCGA-AR-A5QM-01A-11R-A27Q-07	0.110886723	0	0.050701336	0.054687465	0.02351281	0.021134991	0.043398263	0.017624615	0.037195282	0	0	0	0.337553959	0.048827863	0.11206572	0	0	0.135660429	0.006750546	0	0
TCGA-BH-A0BV-01A-11R-A00Z-07	0.024056534	0	0.004850503	0.132039684	0.279231196	0	0.01490967	0.023024551	0.003641952	0	0	0	0.234413843	0.092988345	0.152263851	0	0	0.038579871	0	0	0
TCGA-AN-A0XV-01A-11R-A109-07	0.09096396	0	0.004642323	0.090434705	0.264954192	0.001597357	0.080130449	0.002110642	0.052603052	0	0	0	0.116992247	0.117750583	0.107603755	0.019765753	0.000465527	0.049985457	0	0	0
TCGA-AC-A62V-01A-11R-A31O-07	0	0.005505665	0.003018225	0.046289595	0.083346254	0	0	0.004091394	0	0	0.004607209	0	0.436464279	0.008816796	0.292489733	0	0	0.11537085	0	0	0
TCGA-D8-A1XY-01A-11R-A14M-07	0.027525031	0	0.005117724	0.007974904	0.094622342	0.012602775	0.045280288	0.001483353	0	0	0.014448507	0	0.200844335	0.046391817	0.291506991	0.051899622	0.001455325	0.198846985	0	0	0
TCGA-D8-A13Z-01A-11R-A115-07	0.082129531	0	0.004965865	0.044411608	0.11146133	0.033025966	0.043491013	0.028028264	0	0.014047314	0	0	0.304009201	0.064673762	0.191996801	0	0.042120705	0.032865561	0	0	0.002773079
TCGA-OL-A6VO-01A-12R-A33J-07	0.01007965	0.010182378	0	0.052457671	0.052075998	0.006575853	0.05439369	0.025073513	0.017768073	0	0.036267867	0	0.568415453	0.060054166	0.094043231	0	0	0.012612457	0	0	0
TCGA-A2-A1FV-01A-11R-A13Q-07	0.049916164	0	0.007861079	0.033688442	0.182912522	0	0.065457163	0	0	0	0.042017226	0	0	0.062541112	0.28562441	0	0	0.269981882	0	0	0
TCGA-AC-A3QQ-01B-06R-A22O-07	0.172786288	0	0.050766526	0.038222079	0.44583744	0.019778738	0	0	0	0.007662763	0	0.000926387	0.045070057	0.025111051	0.086735714	0.00967813	0.031381886	0.002938151	0.020933339	0.042171452	0
TCGA-AR-A1AV-01A-21R-A12P-07	9.49E-05	7.00E-05	0.000814612	0	0.136370679	0	0.010272882	0.03792065	0	0.033890617	0	0	0.532418177	0.010230819	0.125543113	0	0	0.112373567	0	0	0
TCGA-A8-A093-01A-11R-A00Z-07	0.142145779	0	0.010257447	0.080373102	0.153060229	0	0.019485498	0.021953936	0	0.006214433	0.007703473	0.024285185	0.174737913	0.011443048	0.09428996	0.056303362	0	0.197746636	0	0	0
TCGA-AO-A0J5-01A-11R-A034-07	0.108874404	0	0.01217952	0.106652974	0.202693409	0	0.020148078	0.014239227	0	0	0.013612821	0.023032935	0.203963415	0.018431531	0.165868897	0	0	0.110302788	0	0	0
TCGA-B6-A0WZ-01A-11R-A109-07	0.012317596	0	0.002832422	0.090373239	0.170157475	0	0.023943963	0	0	0.005624488	0.012335669	0	0.280225297	0.037150554	0.193739403	0	0.050015324	0.12128457	0	0	0
TCGA-AN-A0FJ-01A-11R-A00Z-07	0.045711131	0	0	0.089458194	0.229408322	0.007315996	0.043592162	0.013004853	0	0.0196953	0	0	0.300042795	0.114055339	0.059050369	0.053459371	0	0.025206168	0	0	0
TCGA-A8-A096-01A-11R-A00Z-07	0.02815456	0	0.004168496	0.146695559	0.212541541	0.015992808	0.059175755	0.033089315	0	0	0.004979829	0.077460501	0.058826174	0.07259133	0.211882551	0.029398326	0	0.045035507	0	0	7.75E-06
TCGA-XX-A89A-01A-11R-A36F-07	0.192836139	0	0.05851686	0.082544666	0.280932783	0.021681757	0	0.015075016	0	0.003955556	0	0.0132533	0.092358228	0.066528272	0.143074273	0	0	0.028144549	0	0	0.001098601
TCGA-A8-A08A-01A-11R-A32Y-07	0.000806189	0.003871007	0	0.060058531	0.100155596	0.019258183	0.038660399	0.028293355	0	0.008611646	0	0	0.338767933	0.09447576	0.203372641	0.028083448	0	0.075585313	0	0	0
TCGA-A2-A0T4-01A-31R-A084-07	0.054431567	0	0.01023814	0.102512702	0.150100003	0.001397124	0.043127878	0.01033469	0.009258275	0	0.019109558	0	0.221692196	0.067408245	0.107535026	0.00350657	0	0.199348024	0	0	0
TCGA-BH-A2L8-01A-11R-A18M-07	0.074757486	0	0.005196935	0.207167077	0.189668942	0.027059987	0.035448963	0.017131312	0.030941421	0	0.066955563	0.006542541	0.081822986	0.082836856	0.045559245	0.02709788	0	0.101812807	0	0	0
TCGA-A1-A0SB-01A-11R-A144-07	0.085983019	0	0.004303967	0.114236512	0.127252727	0	0.04457861	0	0	0	0.037760253	0.108300661	0.028080183	0	0.281420731	0	0.077217484	0.090865852	0	0	0
TCGA-AO-A0JJ-01A-11R-A056-07	0.025543106	0	0.03533007	0.178620464	0.269526004	0	0.036533717	0.025927572	0.023134096	0	0.000668713	0.029492259	0	0.089394413	0.151752817	0.040087892	0	0.091862801	0	0	0.002126077
TCGA-BH-A0HU-01A-11R-A034-07	0.049460438	0	0.00675473	0.179859717	0.162099784	0.017506242	0.05352251	0.033702738	0	0	0.031606087	0.008101538	0.168865477	0.084048127	0.107191489	0.022377445	0.02293429	0.051969388	0	0	0
TCGA-BH-A1F6-01A-11R-A13Q-07	0.040794594	0	0.028767838	0.121924679	0.102953301	0.061027261	0.049892918	0.010521934	0.001117632	0	0	0	0.264250155	0.086146802	0.197868237	0	0.001369288	0.01940078	0	0	0.013964581
TCGA-BH-A1FC-01A-11R-A13Q-07	0.012820598	0	0.114236365	0.232681423	0.130934526	0.103112789	0.080782601	0.057814353	0	0	0.013406945	0.010884843	0.053307453	0.090007659	0.081909421	0.016469327	0	0.001245426	0	0	0.000386269
TCGA-BH-A0AZ-01A-21R-A12P-07	0.18051003	0	0.056795218	0.112919836	0.144099666	0.000603	0.017197486	0.003188232	0	0	0.009130066	0	0.206619083	0.057905716	0.120484313	0.01563612	0	0.074911234	0	0	0
TCGA-A8-A08C-01A-11R-A00Z-07	0.012025789	0	0.001142052	0.11590311	0.220194301	0.002489098	0.059923109	0.020107093	0	0	0.031780664	0.005187201	0.053770148	0.066719801	0.212293617	0.070359438	0.052092415	0.064885963	0	0	0.0111262
TCGA-D8-A1J8-01A-11R-A13Q-07	0.038324734	0	0.002066714	0.14941783	0.128139743	0.096629381	0.077777279	0.007133777	0.034098089	0	0.018550439	0	0.122678814	0.114998631	0.148677442	0	0.035671367	0.007019565	0	0	0.018816195
TCGA-E9-A3HO-01A-11R-A213-07	0.014911073	0.001667647	0.001628154	0.172170596	0.171851108	0	0.055841545	0.097389907	0	0	0.085754533	0.007377198	0.096413707	0.105408051	0.075727086	0.030733216	0	0.081708315	0	0	0.001417864
TCGA-A2-A3Y0-01A-11R-A239-07	0.038795143	0	0.010300693	0.22311852	0.108943392	0.112361769	0.076252056	0.082660117	0	0.012988707	0.006984253	0.005640148	0.149015373	0.083551028	0.063196087	0.012688581	0.00607829	0.003309478	0	0	0.004116365
TCGA-BH-A0AY-01A-21R-A00Z-07	0.036466834	0	0	0.122210761	0.198387114	0.015128181	0.013859158	0.010611147	0	0	0.017667179	0	0.10527995	0.079269224	0.18081762	0.037109723	0	0.183193108	0	0	0
TCGA-AO-A12H-01A-11R-A115-07	0.000471744	0.02217483	0	0.039671169	0.091427255	0	0.017592502	0	0	0	0.021675699	0	0.294516293	0.017079433	0.331600083	0	0	0.154917112	0	0	0.00887388
TCGA-D8-A1X6-01A-11R-A14M-07	0	0	0	0.05124047	0.093140148	0	0.047861437	0	0.004964061	0	0.022968429	0.111215209	0.102307574	0.028844225	0.481649534	0	0	0.048261179	0	0.007547735	0
TCGA-BH-A0W3-01A-11R-A109-07	0.028108455	0	0.000594209	0.030117463	0.177967291	0	0.045019298	0.013042083	0	0	0.018338549	0.21655922	0	0.059207779	0.316110008	0	0.011727735	0.08320791	0	0	0
TCGA-C8-A273-01A-11R-A16F-07	0.094199917	0	0.039512474	0.017975436	0.194199581	0	0.042188728	0.026029243	0	0.018410012	0	0	0.329039405	0.050202156	0.144134615	0	0.001663544	0.025365427	0.017079462	0	0
TCGA-BH-A0BJ-01A-11R-A056-07	0.105796499	0	0.070954153	0.12225854	0.191275894	0.004972437	0.011602203	0.014563815	0	0	0.001345629	0	0.147644588	0.062676576	0.127915971	0.016585315	0	0.12240838	0	0	0
TCGA-AR-A1AR-01A-31R-A137-07	0.021828175	0	0	0.042668225	0.214061794	0.020463947	0.003181836	0	0.03500991	0	0	0	0.371513858	0.101457112	0.189815144	0	0	0	0	0	0
TCGA-E2-A572-01A-13R-A31O-07	0	0.028882938	0.094710663	0.241054235	0.07766648	0	0.03429578	0.039725114	0	0	0	0.035249437	0.148093745	0.040387083	0.09098423	0.000486242	0	0.168464051	0	0	0
TCGA-A2-A3XU-01A-12R-A22U-07	0.09099432	0	0.173506856	0.098206204	0	0	0.09228576	0.024413805	0	0	0.036865894	0	0.261653085	0.028990555	0.139418318	0.04765174	0	0.006013462	0	0	0
TCGA-BH-A8FZ-01A-11R-A352-07	0.097687358	0	0.013918377	0.04682013	0.180588178	0	0.052722307	0.026939435	0	0	0	0.011605741	0.218565587	0.039325219	0.087611747	0.089760644	0.042004276	0.086636805	0	0.005814196	0
TCGA-E9-A2JS-01A-11R-A180-07	0.001098759	0.006066245	0.000105681	0.125950384	0.140484994	0.004345721	0.012852142	0.044234389	0	0	0	0	0.211896229	0.090543609	0.195451424	0.005048876	0	0.161921546	0	0	0
TCGA-E9-A22H-01A-11R-A157-07	0.060676055	0	0.003339521	0.129289945	0.20014344	0.014909598	0.067257055	0.011172763	0.034408802	0	0.009601667	0.01723514	0.052038466	0.087223986	0.206043932	0.023436376	0	0.073727849	0	0.009495406	0
TCGA-A8-A06U-01A-11R-A00Z-07	0.053592424	0	0.03008828	0.130770891	0.117435038	0.039426039	0.066469808	0.029667143	0	0	0.015837603	0	0.085461879	0.077190126	0.250952232	0.030611542	0.015368106	0.057128889	0	0	0
TCGA-A8-A09X-01A-11R-A00Z-07	0.047342218	0	0.022789677	0.141326092	0.237151773	0.029503779	0.013210827	0.027663668	0.01456579	0	0.030927255	0.014578861	0.036634057	0.096541275	0.143115941	0.025303773	0	0.119345015	0	0	0
TCGA-C8-A26Z-01A-11R-A16F-07	0.145393021	0	0.097544356	0.059740138	0.103581688	0	0.039253054	0	0	0	0.027488648	0	0.000811759	0.119573529	0.227217831	0.069048278	0	0.085468287	0.015023355	0	0.009856057
TCGA-B6-A0IH-01A-11R-A115-07	0.043404483	0	0.0343785	0.254191963	0.205968268	0	0.068720624	0.006750933	0.022786117	0	0.009692677	0.004819315	0.004241459	0.106051899	0.105493038	0.045396619	0	0.088104107	0	0	0
TCGA-A7-A6VW-01A-21R-A33J-07	0.122187072	0	0.076545551	0.01064952	0.092476966	0	0.0649844	0.011661744	0	0	0.028108686	0.044341607	0.269666269	0.057988572	0.098867024	0	0.09437184	0.001721961	0	0	0.026428787
TCGA-AO-A03R-01A-21R-A034-07	0.087912812	0	0.040218414	0.216350495	0.177849843	0	0.0496477	0.070193093	0.038311947	0	0.034833714	0.006679061	0.041613838	0.082377859	0.089355993	0.032291671	0.009684082	0.02009678	0	0	0.002582699
TCGA-EW-A1PA-01A-11R-A144-07	0.04308872	0	0.042818453	0.056934505	0.218278815	0.001589645	0.064469767	0.004361636	0.009126688	0	0.005133677	0	0.171509472	0.103945254	0.071742509	0.010957347	0	0.196043511	0	0	0
TCGA-AC-A6NO-01A-12R-A33J-07	0.065827083	0	0.01617492	0.098276296	0.152203913	0	0.105420547	0.042104894	0.000112633	0	0.050552497	0	0.211822785	0.0694135	0.104872917	0.027841102	0	0.055376913	0	0	0
TCGA-AN-A0XO-01A-11R-A109-07	0.008142765	0	0.01644817	0.016445647	0.137944964	0	0.018903516	0.019980769	0	0	0.020391645	0	0.449019823	0.013557647	0.113165312	0.100799554	0.006690429	0.057287536	0	0	0.021222222
TCGA-A8-A08X-01A-21R-A00Z-07	0.024679517	0	0.16378021	0.064112574	0.217779863	0.023604258	0.043682899	0.023751784	0	0.018968449	0	0	0.13459678	0.083206877	0.172921625	0.006888545	0	0.022026619	0	0	0
TCGA-A7-A0D9-01A-31R-A056-07	0.040187237	0	0.12027354	0.063151949	0.112965964	0	0.03222281	0	0.022023408	0	0	0	0.257249581	0.017516078	0.224265402	0.021266838	0.039189087	0.049595255	0	9.29E-05	0
TCGA-E2-A1IF-01A-11R-A144-07	0.137885548	0	0.024136012	0.08284109	0.116345613	0	0.042309292	0.032672073	0	0	0.045296199	0	0.298494045	0.05765645	0.117054407	0.002193023	0	0.043116249	0	0	0
TCGA-B6-A0X1-01A-11R-A109-07	0.024896581	0	0.001085981	0.224288357	0.080938349	0.12671505	0.084728699	0.005414195	0	0	0.04681393	0.048984031	0.079969378	0.087220926	0.101418513	0	0.037332049	0.04670746	0	0	0.0034865
TCGA-A2-A0T2-01A-11R-A084-07	0.02115724	0	0.001757274	0.234830579	0.130778206	0.050267647	0.081906363	0.008553153	0.004593057	0	0.013091615	0	0.140669474	0.095937882	0.160084871	0.003904187	0	0.026597765	0	0	0.025870689
TCGA-AC-A5XS-01A-11R-A29R-07	0.053898029	0	0.035680992	0.120506552	0.207517388	0.023605661	0.062230625	0.017012989	0.044904271	0	0.014628065	0.033608269	0	0.091455631	0.190021569	0.01751828	0.031432388	0.043276643	0	0	0.01270265
TCGA-AC-A3OD-01B-06R-A22O-07	0.035228762	0	0.002231125	0.111971636	0.47659575	0.04885242	0	0	0.018664444	0	0	0	0.010327379	0.091340246	0.114894906	0.037589346	0.008897738	0.043406245	0	0	0
TCGA-B6-A0WT-01A-11R-A109-07	0.047804587	0	0.072011572	0.027286512	0.192070582	0	0.052245519	0.031568959	0	0	0.008242456	0	0.209164933	0.050492792	0.144371944	0	0.032486101	0.132254043	0	0	0
TCGA-E2-A1LA-01A-11R-A144-07	0.034968581	0	0.044490483	0.196679557	0.085040291	0.0387704	0.044367664	0.022607935	0.006352925	0	0.027987084	0	0.168649825	0.107041238	0.108379293	0.043295426	0	0.071369298	0	0	0
TCGA-BH-A0BF-01A-21R-A12P-07	0.039673018	0	0.023598918	0.166713476	0.213249963	0.017399442	0.068833855	0.045570036	0.02004584	0	0	0.012479698	0.08260434	0.11133882	0.128050772	0.004233146	0	0.066208677	0	0	0
TCGA-A2-A0ET-01A-31R-A034-07	0.074883852	0	0.027385528	0.161113945	0.244310966	0.028935156	0.048013574	0.0015023	0.006130252	0	0.02641113	0.058173258	0	0.05829349	0.150077942	0.100915582	0	0.002944841	0	0.010908187	0
TCGA-C8-A12Q-01A-11R-A115-07	0.060835337	0	0	0.019625009	0.14529666	0	0.043682751	0.009289778	0.011937995	0	0.011828015	0	0.36810738	0.077087619	0.185071341	0	0	0.067238115	0	0	0
TCGA-A2-A4S0-01A-21R-A266-07	0	0.026939605	0.007880619	0.13112129	0.173083947	0	0.067987675	0.022639528	0	0.023602789	0	0.059232764	0.068042675	0	0.184204143	0.017509811	0	0.21732525	0	0	0.000429903
TCGA-A8-A076-01A-21R-A00Z-07	0.071879876	0	0.016368054	0.058108215	0.151340097	0	0.014283291	0.047240657	0	0	0	0.02638674	0.196517379	0.077559662	0.210439434	0.044774532	0	0.078078463	0	0	0.007023599
TCGA-D8-A147-01A-11R-A115-07	0.159252007	0	0.015108614	0.035712171	0.231739831	0	0.066182232	0.015119222	0	0	0.000959567	0	0.291274532	0.045493615	0.099385415	0	0.028357635	0.011415158	0	0	0
TCGA-E2-A15P-01A-11R-A115-07	0.142584454	0	0.004634497	0.173382611	0.036995038	0.003899885	0	0.032057211	0.0157579	0	0	0	0.122342317	0.120395667	0.135024711	0.010288363	0	0.202637348	0	0	0
TCGA-BH-A0BR-01A-21R-A115-07	0.04235057	0	0.005105685	0.039050872	0.130616832	0.012042677	0.045632177	0.035605577	0	0	0	0	0.383648574	0.052242854	0.205226347	0	0	0.046655574	0	0	0.001822261
TCGA-BH-A0BM-01A-11R-A056-07	0.106026868	0	0.036512556	0.065416803	0.323189941	0	0.051225237	0.022813407	0.007215748	0	0.057448785	0	0.03190975	0.04005038	0.140300341	0.010882128	0.019336895	0.08387351	0	0	0.003797651
TCGA-E9-A1N3-01A-12R-A157-07	0.079373832	0	0.01345327	0.059442163	0.100038603	0	0.059407337	0.009088972	0.001442734	0	0	0.01592594	0.040872527	0.057531321	0.349881592	0.06785097	0	0.12206489	0.002637938	0	0.02098791
TCGA-BH-A0DQ-01A-11R-A084-07	0.075341883	0	0.045098528	0.038610859	0.128257064	0.000230767	0.025650006	0	0.015781902	0	0.006703737	0	0.317364192	0.085807922	0.119906305	0.014919423	0	0.126327412	0	0	0
TCGA-A8-A07W-01A-11R-A00Z-07	0.021157422	0	0.002763934	0.064808369	0.123855623	0.005027926	0.035056057	0.025498379	0	0.008776761	0	0	0.398805828	0.074632386	0.207805851	0	0	0.031811464	0	0	0
